ticker,wacc_bps_shift,terminal_g_bps_shift,wacc,terminal_growth,dcf_price
COL.AX,-200,-50,0.03212965656990284,0.009999999999999998,44.92126277707297
COL.AX,-200,-25,0.03212965656990284,0.012499999999999999,50.42334566846144
COL.AX,-200,0,0.03212965656990284,0.015,57.531439418542696
COL.AX,-200,25,0.03212965656990284,0.017499999999999998,67.06887719188168
COL.AX,-200,50,0.03212965656990284,0.02,80.53776913227601
COL.AX,-100,-50,0.042129656569902835,0.009999999999999998,28.587402821031098
COL.AX,-100,-25,0.042129656569902835,0.012499999999999999,30.889344522284677
COL.AX,-100,0,0.042129656569902835,0.015,33.61553444343782
COL.AX,-100,25,0.042129656569902835,0.017499999999999998,36.8951608108962
COL.AX,-100,50,0.042129656569902835,0.02,40.91578972331022
COL.AX,0,-50,0.05212965656990284,0.009999999999999998,20.011321230739256
COL.AX,0,-25,0.05212965656990284,0.012499999999999999,21.21577803372312
COL.AX,0,0,0.05212965656990284,0.015,22.582430896979755
COL.AX,0,25,0.05212965656990284,0.017499999999999998,24.146407816930097
COL.AX,0,50,0.05212965656990284,0.02,25.953769990088443
COL.AX,100,-50,0.06212965656990284,0.009999999999999998,14.728369154583577
COL.AX,100,-25,0.06212965656990284,0.012499999999999999,15.44220584427086
COL.AX,100,0,0.06212965656990284,0.015,16.231773691539193
COL.AX,100,25,0.06212965656990284,0.017499999999999998,17.109799294025937
COL.AX,100,50,0.06212965656990284,0.02,18.09203006621658
COL.AX,200,-50,0.07212965656990283,0.009999999999999998,11.148310739108435
COL.AX,200,-25,0.07212965656990283,0.012499999999999999,11.606490363740921
COL.AX,200,0,0.07212965656990283,0.015,12.10476996902635
COL.AX,200,25,0.07212965656990283,0.017499999999999998,12.648654803831011
COL.AX,200,50,0.07212965656990283,0.02,13.244706185529697
BBY,-200,-50,0.07964822893891685,0.009999999999999998,43.80348704148895
BBY,-200,-25,0.07964822893891685,0.012499999999999999,44.82226978374423
BBY,-200,0,0.07964822893891685,0.015,45.9198468533134
BBY,-200,25,0.07964822893891685,0.017499999999999998,47.10572708841992
BBY,-200,50,0.07964822893891685,0.02,48.3910134799373
BBY,-100,-50,0.08964822893891686,0.009999999999999998,37.41377640802084
BBY,-100,-25,0.08964822893891686,0.012499999999999999,38.12743051572786
BBY,-100,0,0.08964822893891686,0.015,38.888885764724584
BBY,-100,25,0.08964822893891686,0.017499999999999998,39.70311121059208
BBY,-100,50,0.08964822893891686,0.02,40.575789359297254
BBY,0,-50,0.09964822893891685,0.009999999999999998,32.42588973523927
BBY,0,-25,0.09964822893891685,0.012499999999999999,32.9428800626551
BBY,0,0,0.09964822893891685,0.015,33.490407965038315
BBY,0,25,0.09964822893891685,0.017499999999999998,34.07126147343006
BBY,0,50,0.09964822893891685,0.02,34.68857866193937
BBY,100,-50,0.10964822893891685,0.009999999999999998,28.419041612609888
BBY,100,-25,0.10964822893891685,0.012499999999999999,28.80362836347822
BBY,100,0,0.10964822893891685,0.015,29.20853175181457
BBY,100,25,0.10964822893891685,0.017499999999999998,29.635405361011316
BBY,100,50,0.10964822893891685,0.02,30.086087226893614
BBY,200,-50,0.11964822893891686,0.009999999999999998,25.12587109786093
BBY,200,-25,0.11964822893891686,0.012499999999999999,25.418182471707585
BBY,200,0,0.11964822893891686,0.015,25.72446022495743
BBY,200,25,0.11964822893891686,0.017499999999999998,26.045729807063797
BBY,200,50,0.11964822893891686,0.02,26.38311957442219
WMT,-200,-50,0.05572164075632409,0.009999999999999998,39.01875293202923
WMT,-200,-25,0.05572164075632409,0.012499999999999999,40.83495907998945
WMT,-200,0,0.05572164075632409,0.015,42.87416780277572
WMT,-200,25,0.05572164075632409,0.017499999999999998,45.18013753875173
WMT,-200,50,0.05572164075632409,0.02,47.808876566276545
WMT,-100,-50,0.0657216407563241,0.009999999999999998,30.654944248144027
WMT,-100,-25,0.0657216407563241,0.012499999999999999,31.76674457250781
WMT,-100,0,0.0657216407563241,0.015,32.98814311843792
WMT,-100,25,0.0657216407563241,0.017499999999999998,34.33618589782559
WMT,-100,50,0.0657216407563241,0.02,35.831647137824945
WMT,0,-50,0.0757216407563241,0.009999999999999998,24.844347606359733
WMT,0,-25,0.0757216407563241,0.012499999999999999,25.573905404571306
WMT,0,0,0.0757216407563241,0.015,26.3635371557529
WMT,0,25,0.0757216407563241,0.017499999999999998,27.220981471208194
WMT,0,50,0.0757216407563241,0.02,28.155365760416665
WMT,100,-50,0.08572164075632409,0.009999999999999998,20.575023541509918
WMT,100,-25,0.08572164075632409,0.012499999999999999,21.07806883845096
WMT,100,0,0.08572164075632409,0.015,21.616679295614624
WMT,100,25,0.08572164075632409,0.017499999999999998,22.194764797001245
WMT,100,50,0.08572164075632409,0.02,22.81683014237334
WMT,200,-50,0.0957216407563241,0.009999999999999998,17.30725266493324
WMT,200,-25,0.0957216407563241,0.012499999999999999,17.667254001296108
WMT,200,0,0.0957216407563241,0.015,18.049554273420807
WMT,200,25,0.0957216407563241,0.017499999999999998,18.456291534365235
WMT,200,50,0.0957216407563241,0.02,18.88988619412471
WOW.AX,-200,-50,0.02446582422401918,0.009999999999999998,90.59927863166455
WOW.AX,-200,-25,0.02446582422401918,0.012499999999999999,109.71027980570472
WOW.AX,-200,0,0.02446582422401918,0.015,138.91601796289459
WOW.AX,-200,25,0.02446582422401918,0.017499999999999998,189.08534723144518
WOW.AX,-200,50,0.02446582422401918,0.02,295.4249675279295
WOW.AX,-100,-50,0.03446582422401918,0.009999999999999998,48.10213333503793
WOW.AX,-100,-25,0.03446582422401918,0.012499999999999999,53.74232465275204
WOW.AX,-100,0,0.03446582422401918,0.015,60.831257943270636
WOW.AX,-100,25,0.03446582422401918,0.017499999999999998,70.00937157566807
WOW.AX,-100,50,0.03446582422401918,0.02,82.3598290338525
WOW.AX,0,-50,0.04446582422401918,0.009999999999999998,30.26330721718162
WOW.AX,0,-25,0.04446582422401918,0.012499999999999999,32.78634546914811
WOW.AX,0,0,0.04446582422401918,0.015,35.737513311650524
WOW.AX,0,25,0.04446582422401918,0.017499999999999998,39.23588635322
WOW.AX,0,50,0.04446582422401918,0.02,43.449210383061306
WOW.AX,100,-50,0.05446582422401918,0.009999999999999998,20.446798585501057
WOW.AX,100,-25,0.05446582422401918,0.012499999999999999,21.813997912525746
WOW.AX,100,0,0.05446582422401918,0.015,23.354410311101176
WOW.AX,100,25,0.05446582422401918,0.017499999999999998,25.103178999697388
WOW.AX,100,50,0.05446582422401918,0.02,27.105643737636516
WOW.AX,200,-50,0.06446582422401918,0.009999999999999998,14.234137519313856
WOW.AX,200,-25,0.06446582422401918,0.012499999999999999,15.062116124006428
WOW.AX,200,0,0.06446582422401918,0.015,15.97378671378985
WOW.AX,200,25,0.06446582422401918,0.017499999999999998,16.982514110820482
WOW.AX,200,50,0.06446582422401918,0.02,18.104668776392085
TCO0.DE,-200,-50,0.04503168981471782,0.009999999999999998,13.411874190165125
TCO0.DE,-200,-25,0.04503168981471782,0.012499999999999999,14.29448939457167
TCO0.DE,-200,0,0.04503168981471782,0.015,15.32405190861212
TCO0.DE,-200,25,0.04503168981471782,0.017499999999999998,16.54059214195879
TCO0.DE,-200,50,0.04503168981471782,0.02,18.000132396948302
TCO0.DE,-100,-50,0.05503168981471782,0.009999999999999998,9.9507004397132
TCO0.DE,-100,-25,0.05503168981471782,0.012499999999999999,10.432741277723684
TCO0.DE,-100,0,0.05503168981471782,0.015,10.974989521447192
TCO0.DE,-100,25,0.05503168981471782,0.017499999999999998,11.5894764848234
TCO0.DE,-100,50,0.05503168981471782,0.02,12.291667890466913
TCO0.DE,0,-50,0.06503168981471782,0.009999999999999998,7.7491555947048525
TCO0.DE,0,-25,0.06503168981471782,0.012499999999999999,8.042519895723592
TCO0.DE,0,0,0.06503168981471782,0.015,8.36520204530043
TCO0.DE,0,25,0.06503168981471782,0.017499999999999998,8.721828091132029
TCO0.DE,0,50,0.06503168981471782,0.02,9.118051368080083
TCO0.DE,100,-50,0.07503168981471782,0.009999999999999998,6.226075139496
TCO0.DE,100,-25,0.07503168981471782,0.012499999999999999,6.417804071693884
TCO0.DE,100,0,0.07503168981471782,0.015,6.625501980676331
TCO0.DE,100,25,0.07503168981471782,0.017499999999999998,6.8512506291426485
TCO0.DE,100,50,0.07503168981471782,0.02,7.097510064141816
TCO0.DE,200,-50,0.08503168981471783,0.009999999999999998,5.110122433138533
TCO0.DE,200,-25,0.08503168981471783,0.012499999999999999,5.241932909938814
TCO0.DE,200,0,0.08503168981471783,0.015,5.383154160429478
TCO0.DE,200,25,0.08503168981471783,0.017499999999999998,5.534831335455584
TCO0.DE,200,50,0.08503168981471783,0.02,5.698170299946042
MQG.AX,-200,-50,0.027004715872469384,0.009999999999999998,790.6209475361869
MQG.AX,-200,-25,0.027004715872469384,0.012499999999999999,1020.0599645884865
MQG.AX,-200,0,0.027004715872469384,0.015,1345.0610172148538
MQG.AX,-200,25,0.027004715872469384,0.017499999999999998,1841.0303854579672
MQG.AX,-200,50,0.027004715872469384,0.02,2691.025082688671
MQG.AX,-100,-50,0.03700471587246938,0.009999999999999998,216.60694011025709
MQG.AX,-100,-25,0.03700471587246938,0.012499999999999999,294.98273411697136
MQG.AX,-100,0,0.03700471587246938,0.015,391.16739111036316
MQG.AX,-100,25,0.03700471587246938,0.017499999999999998,512.0088176825302
MQG.AX,-100,50,0.03700471587246938,0.02,668.3819836493583
MQG.AX,0,-50,0.047004715872469384,0.009999999999999998,-47.72338298761085
MQG.AX,0,-25,0.047004715872469384,0.012499999999999999,-10.464953058710593
MQG.AX,0,0,0.047004715872469384,0.015,32.61424873352465
MQG.AX,0,25,0.047004715872469384,0.017499999999999998,82.99384311019298
MQG.AX,0,50,0.047004715872469384,0.02,142.7013627675025
MQG.AX,100,-50,0.057004715872469386,0.009999999999999998,-199.98463668037024
MQG.AX,100,-25,0.057004715872469386,0.012499999999999999,-179.1081202987799
MQG.AX,100,0,0.057004715872469386,0.015,-155.74658337271396
MQG.AX,100,25,0.057004715872469386,0.017499999999999998,-129.42824288407041
MQG.AX,100,50,0.057004715872469386,0.02,-99.55382314064411
MQG.AX,200,-50,0.06700471587246938,0.009999999999999998,-299.12875890671523
MQG.AX,200,-25,0.06700471587246938,0.012499999999999999,-286.2149039525187
MQG.AX,200,0,0.06700471587246938,0.015,-272.05944477671005
MQG.AX,200,25,0.06700471587246938,0.017499999999999998,-256.4742774482202
MQG.AX,200,50,0.06700471587246938,0.02,-239.23127993831042
